multiplex	node	score
1	ALDH2	0.025946589226861383
1	CHRNA3	0.025855395868257466
1	SNCA	0.02556037852063383
1	ADH1C	0.02547419674053189
1	ADH1B	0.025466430599720303
1	NPY2R	0.025419114077904762
1	GABRG2	0.025397500504703713
1	GABBR1	0.025352141401184896
1	CHRNA5	0.0253332879276223
1	GGT1	0.025322928724751746
1	TACR1	0.025320711641575528
1	NPY	0.02529840853990376
1	TACR3	0.025253970270633024
1	ADH4	0.02518795426786688
1	SHBG	0.025176811968797945
1	CCKAR	0.025160630731463934
1	CYP2E1	0.025152994567610845
1	GABRA2	0.02515169323641507
1	OPRM1	0.025139143880841677
1	PDYN	0.025076751978074328
1	SLC6A4	0.02505667293180192
1	SERINC2	0.025051789616991813
1	PKNOX2	0.025046496522093044
1	FTO	0.025044475480248147
1	HTR2A	0.025040716514329802
1	SLC29A1	0.025033091307414768
1	CTNNA2	0.02503275574856203
1	KIAA0040	0.025013547685202274
1	CCKBR	0.0026461677149165535
1	CCK	0.0025769635627674765
1	PPP1R9B	0.002559988257604279
1	CANX	0.002248684534310674
1	TAC1	0.0022127012729231932
1	GPRASP1	0.0021511187872157024
1	TAC4	0.0020746627827843123
1	TAC3	0.002052796724531858
1	MDFI	0.0019115834485344465
1	KRTAP10-3	0.0019079350623537191
1	KRTAP10-9	0.0018973530077702845
1	KRTAP10-6	0.0018912366791972812
1	UBQLN1	0.0015912316162813318
1	GABRB2	0.0015120256393804283
1	GABRA1	0.0015053799830085644
1	APP	0.0013869849720574044
1	AOC3	0.0010162789379614936
1	LYPD6	0.001013110736467601
1	AOC1	0.0010105723206565176
1	MAOB	0.001009370366433652
1	MAOA	0.0010092774955076185
1	AOC2	0.001008674021594343
1	ALDH6A1	0.000998834537267011
1	GABRA3	0.000994561040886216
1	ALDH1A2	0.0009896234958779663
1	ALDH1A1	0.0009893425267016533
1	ADGRG5	0.0009808561097608736
1	GABRA6	0.0009804196173635212
1	GABRB3	0.000975089992712042
