multiplex	node	score
1	SERPING1	0.7023487846200069
1	MASP1	0.009792586724058402
1	PLG	0.009633901440807544
1	CREB3	0.009460146238089918
1	C1S	0.00939626194576618
1	ELANE	0.009395855388999586
1	C1R	0.009382071713272851
1	SERPINF2	0.009329771711995812
1	F2	0.009312936982981466
1	MASP2	0.009309296977535865
1	SERPINA1	0.009299574471371506
1	PLAT	0.00929452429350485
1	ALB	0.009281254443736125
1	GRN	0.00927013627345089
1	KLKB1	0.009234778417821858
1	ENO1	0.009220203954120517
1	SRPK2	0.009215262641244034
1	SELP	0.009211935946993604
1	SLC30A2	0.009208379909547216
1	ZNG1C	0.009200629271449977
1	NR4A1	0.00919087656037934
1	BAG6	0.009190170376177377
1	SELE	0.009185640211791381
1	ARFGAP2	0.009168773072016221
1	FCN1	0.0006940868945445146
1	FCN2	0.0006850627374542581
1	MBL2	0.0006843885173010389
1	FN1	0.000605656883864413
1	C3	0.0005117203462788725
1	SERPINE1	0.000449093334398242
1	PTX3	0.00044089459305956624
1	C1QA	0.00041084121190371317
1	KNG1	0.00039669357647410006
1	SELPLG	0.0003640030514396881
1	SERPINA5	0.00033471109593109885
1	SNX27	0.00032465475147001817
1	GP1BA	0.00032422821908769647
1	C2	0.00029953660401146653
1	PLAU	0.0002967573063292418
1	HGFAC	0.0002966453338040688
1	IGFBP3	0.00029510373133731835
1	EP300	0.0002942183490072297
1	MAPK6	0.00028278693861069686
1	EZR	0.0002711783853215016
1	FGA	0.0002710556334783138
1	AP1M1	0.0002708388053803053
1	VCAN	0.0002648319555938992
1	LRP1	0.0002541072561136361
1	GATA2	0.00025341983819856975
1	SNX17	0.0002533283596300275
1	GRB2	0.00025292333724896276
1	FUT4	0.0002521201938400434
1	CD24	0.0002513592021466561
1	VKORC1	0.0002472799919936094
1	TFPI2	0.00023867370161017549
1	PCK1	0.0002368905412875199
1	CSNK2A1	0.0002228888218634303
1	CANX	0.0002184917935789562
1	HGF	0.000217550466667962
1	CSNK2A2	0.0002165519965671532
