multiplex	node	score
1	STIM1	0.025703078095803883
1	SPTB	0.02545583108810654
1	NLRP3	0.025430152155177264
1	SPTA1	0.025427908920829606
1	SLC4A1	0.025366579414711606
1	ORAI1	0.025333039462870476
1	VCP	0.025274319103221362
1	COL1A1	0.025237934955942624
1	ENO3	0.02523428109552099
1	COL5A1	0.025165564318377763
1	MEFV	0.02515321729908272
1	DMD	0.02510407001597025
1	TLR4	0.02510320571285863
1	COMT	0.02508393393950644
1	TNFRSF1A	0.025072230415461243
1	CAV3	0.025065969961114012
1	UFD1	0.02506128888210352
1	STAT4	0.0250580534464253
1	TK2	0.02505330066227334
1	CPT2	0.02505159325604602
1	TNXB	0.025049152745992065
1	HADHB	0.025042710506252352
1	SCN4A	0.02504071079287308
1	SLC12A3	0.025031920983314006
1	IL10	0.025028540180682384
1	ANO5	0.0250162382070501
1	SCN9A	0.0250129808602955
1	TBX1	0.025005512822486132
1	NEURL4	0.008004863848926808
1	EGFR	0.004316135951729118
1	PTGIR	0.003774981359923311
1	TRIM25	0.002976600977632361
1	TERF1	0.0026414182811725904
1	TERF2	0.0026395054049381523
1	APP	0.0010521257143268374
1	CEBPB	0.0008921439904073664
1	STUB1	0.0008466080025501621
1	STAT3	0.0008115382368886534
1	P4HB	0.0008085555036987028
1	HSPA8	0.000807006041883489
1	HSP90AA1	0.000800647108752077
1	CRACR2A	0.0007875897736269322
1	UBQLN1	0.0007811316583649057
1	TRPC1	0.0007810632418134808
1	STIP1	0.0007558853273139056
1	YWHAQ	0.0007470129095823345
1	ORAI3	0.0007356304148318499
1	PCOLCE	0.0007326506388457277
1	SARAF	0.0007280626255382948
1	FAF2	0.0007165118384373471
1	PDIA3	0.000705982937865672
1	LPAR6	0.000690941619216961
1	TFAP2A	0.0006865128443609756
1	TRPC3	0.0006825246298971375
1	TFAP2C	0.0006778680681768602
1	NEDD4	0.000669863864833181
1	SP1	0.0006411681220538073
1	PRKCB	0.0006385668812150033
1	HSPA1A	0.0006302066819080954
1	H1-5	0.0006182643865117434
1	TRPC6	0.0006095531772098355
1	MAP1LC3A	0.000602648030417449
1	SNTA1	0.0006019506212130266
1	ACTB	0.0006006676673176943
1	VEGFA	0.0005994237922075096
1	CTNND2	0.0005983255222761724
1	BANP	0.0005951171963333736
1	A2M	0.0005943164321659106
1	E2F3	0.0005927936966918739
1	POU6F2	0.0005852694527441305
1	ATP2C2	0.0005847503291549769
1	VEGFB	0.0005847025121463375
1	SNTB2	0.0005840294840680935
1	SNTB1	0.0005831992932683136
1	FIGNL1	0.0005822462973938245
1	CEACAM6	0.0005816605501173345
1	TGM7	0.0005794162548719891
1	JUN	0.0005712704849993123
1	ADRB2	0.0005694298725632461
1	STK39	0.000563860873449199
1	DNAJB1	0.0005595690214741087
1	OXSR1	0.000557215553354766
1	CALM1	0.0005543442842102682
1	WNK4	0.0005505873673898007
1	NOTCH2NLA	0.0005505323641911689
1	KLHL3	0.000545931387678894
1	HAVCR1	0.0005425288195150296
1	STAT1	0.0005422234466966742
1	TYMS	0.0005405824241657824
1	CAV1	0.0005396800301291658
1	NBPF19	0.0005331688034221879
1	DTYMK	0.0005306928419075411
1	KRTAP10-8	0.0005268992885387197
1	ACP2	0.0005243928368247103
1	NT5E	0.0005231686879364012
1	KRTAP1-3	0.000522160966475589
1	YY1	0.0005220386031090166
1	PYCARD	0.000521691610808628
1	NT5C2	0.0005201657657550173
1	NT5C3A	0.0005193978886291966
1	NT5C	0.0005181329610068016
1	ULK1	0.000517756894342992
1	NT5C1B	0.0005173464566469107
1	NT5M	0.0005172864308928983
1	IGHG1	0.0005171129380330356
1	IL10RB	0.000512874709351812
1	IL10RA	0.000512687924650963
1	CEBPA	0.0005125000142123646
1	GLRX3	0.0005107607665200267
1	RBM4	0.000510607893913107
1	GSTK1	0.0005102457852918119
1	MRPL9	0.0005072910053511493
1	ANAPC15	0.0005067430719785461
1	CTNNBIP1	0.000506508812817339
1	DKK1	0.0005052554134276964
1	TCP1	0.0005038894263051675
1	KRTAP4-1	0.0005027613348697561
1	DLG1	0.000502707564453822
1	ANK1	0.0005024363701688038
1	SYK	0.0004957364900801175
1	HNRNPL	0.0004955243160401721
1	NHERF1	0.0004915688772387461
1	H1-1	0.0004914874690705157
1	ERBIN	0.00048699369272922204
1	CANX	0.0004869670418115292
1	DLG2	0.0004863366131668118
1	DLG3	0.0004862579563972023
1	RPL10A	0.0004848590886517607
