BCR	HOXA9
ATM	TP53
NCOR1	AR
CTNNB1	CREBBP
BRCA1	CREB1
AR	TP53
BRCA1	LMO4
EP300	ETS1
EP300	ETS2
TP53	EP300
ELK1	EP300
EP300	TWIST1
KAT2B	TWIST1
YWHAQ	NRIP1
MSX1	CREBBP
MSX1	TBP
MSX1	SP1
TCF3	KAT2B
TCF3	EP300
TCF3	CREBBP
RELA	CREBBP
MECOM	CTBP1
MECOM	CTBP1
TP53	CREBBP
CITED1	HSPA8
AR	CREBBP
RELA	CREBBP
STAT1	CREBBP
STAT6	NCOA1
ONECUT1	KAT2B
CREBBP	HNF4A
SMARCA4	CREBBP
SMARCA4	NCOA1
MYBL2	CREBBP
MYB	CREBBP
EP300	TRERF1
NEUROG1	CREBBP
NEUROG1	SMAD1
NEUROG1	EP300
NEUROG1	SMAD1
BIRC5	AURKB
RPS6KA5	MAPK1
RPS6KA5	MAPK11
RPS6KA5	EGF
MAPKAPK2	EGF
RPS6KA4	MAPK14
KAT2B	MDM2
NOTCH1	NOTCH3
KLF13	CREBBP
SUV39H1	SBF1
CBX4	RB1
PRMT1	CARM1
BRCA1	CREBBP
BRCA1	EP300
MYOD1	EP300
MYOD1	CREBBP
MEF2C	EP300
RELA	CREBBP
RELA	EP300
NEUROD1	CCND1
PTMA	EP300
CEBPB	EP300
PPP1CA	SMARCB1
PPP1CB	SMARCB1
PPP1CC	SMARCB1
PMCH	NPY
VAV1	PRKCQ
TP53	PLAGL1
EPS15	AGFG1
EPS15L1	AGFG1
EPHB2	STK26
RHOA	CRMP1
RHOA	DPYSL2
PLD1	AMPH
PLD1	BIN1
PLD2	AMPH
PLD2	BIN1
MAPK3	BRAF
TFE3	MITF
ADD1	CALM1
RB1	CCND1
TAF1	RB1
EIF2AK3	DNAJC3
GNAS	ADCY6
RELA	FOS
RELA	JUN
RAC1	TEC
ZAP70	FYN
GRAP2	MAP4K1
STAT6	EP300
STAT6	CREBBP
PAX6	RAX
AURKA	TP53
AXIN1	CSNK1E
AXIN1	CSNK1A1
RARA	TADA3
SP4	SP1
SP4	SP3
MAP3K5	DUSP19
NR2F2	HDAC1
POLA1	RBMS1
HLA-B	KIR3DS1
MTOR	PDK1
MAP2K4	MAP2K7
CEBPB	NOLC1
MAPK8	SH2D3A
NFIX	SKI
AR	UBE2I
NCOR1	NR1D1
NCOR1	NR1D2
CSRP3	MYOD1
RELA	TBP
MTBP	MDM2
KIF20B	PIN1
PRKRA	EIF2AK2
CASP2	BCL2
CASP2	BCL2L1
CASP2	CASP9
CASP8	BCL2
CASP8	BCL2L1
CASP8	CASP9
CASP2	XIAP
CASP8	XIAP
SNW1	SMAD2
SNW1	SMAD3
SNW1	SMAD4
SNW1	SKI
SNW1	SKIL
STRAP	SMAD7
SMAD7	SMAD3
SMAD2	STRAP
SMAD2	SMAD3
SMAD2	SMAD7
SMAD3	SMAD7
SMAD4	SMAD7
LCP2	GRAP2
TP53	BAG1
CIB1	PSEN2
PTK2B	RB1CC1
KHDRBS1	HNRNPK
HNRNPK	KHDRBS1
CASP8	NOL3
FADD	NOL3
TRADD	NOL3
CFLAR	NOL3
TNFRSF1A	NOL3
FAS	NOL3
TNFRSF25	NOL3
BMP7	SMAD1
LTBR	TRAF3
BAG1	VDR
VDR	BAG1
PLAU	MAP2K1
PLAU	HRAS
IL12RB1	IL12RB2
MAPK8	MAP2K4
MAPK8	MAP2K7
ARHGEF12	GNA12
ARHGEF12	GNA13
TEC	GNA12
TEC	GNA13
TEC	ARHGEF12
CCL5	CCL2
POU2AF1	SIAH1
MAP3K5	PPP5C
TERF1	MAPRE1
PITX2	MSX2
IL1B	MAPK8IP2
KCNJ3	KCNJ5
MYBL2	CDK9
MYBL2	CCNT1
CDK9	CCNT1
TP53	CDK9
CRADD	CASP2
PABPN1	SNW1
TRAF6	ZNF675
TRAF6	ZNF675
TNFSF11	ZNF675
IL1B	ZNF675
TLR4	ECSIT
TNF	RAC1
PAX3	SOX10
ELF3	ERBB2
IL1B	UBE2N
TNF	UBE2N
TRAF6	UBE2N
TRAF2	UBE2N
MAP3K7	TAB1
TIRAP	MYD88
MYD88	IRAK1
TIRAP	IRAK2
TIRAP	TRAF6
TIRAP	MAP3K7
MYD88	IRAK2
MYD88	TRAF6
MYD88	MAP3K7
TLR4	MYD88
TLR4	TIRAP
IL1RAP	TIRAP
IL1RAP	MYD88
ACTL6B	CTBP1
SNW1	NCOA2
SNW1	NCOA1
SNW1	NCOA1
ZBTB16	FHL2
ZBTB16	FHL2
ZBTB16	FHL3
NPHS1	MAP2K4
NPHS1	MAP2K3
NPHS1	MAP2K6
MAP2K3	MAP2K6
NCOA1	THRB
YAP1	SMAD7
GLI1	SAP18
GLI3	SAP18
MUS81	TERT
PEX11A	DNM1L
PEX11B	DNM1L
PEX11G	DNM1L
PEX11A	FIS1
PEX11B	FIS1
PEX11G	FIS1
WRN	POT1
STAT3	NFKBIZ
TRAF3	SMURF1
TRAF4	SMURF1
TRAF2	SMURF1
TRAF5	SMURF1
TRAF6	SMURF1
CTNNB1	EP300
RASA1	NFKBIA
RASA1	BTRC
HJURP	CENPA
HSP90AA1	AHSA1
CDKN1A	CDKN1B
PRKCZ	TFF1
NCOA3	TFF1
ESR1	TFF1
HEY1	NOTCH1
HEY2	NOTCH1
DNMT1	DNMT3B
RXRA	NR4A1
NOTCH1	APP
NOTCH1	APBB1
NOTCH1	KAT5
NCOA3	MYOCD
KDM5D	HIST3H3
NCOA3	CEBPA
NCOA3	CEBPD
GRIP1	CTNNB1
CALCOCO1	CTNNB1
MERTK	ITGB5
CDK2	MITF
CCND1	ITLN1
BCL2	ITLN1
MYC	ADRBK2
MYC	ALDOA
MYC	ALPK1
MYC	AIFM2
MYC	NECAB3
MYC	SPEG
